Mod:Item:MetaData, Localized Name
fossil:nautilus_egg:0, Nautilus Eggs
fossil:nautilus_fish:0, Nautilus
fossil:coelacanth_dna, Coelacanth DNA
fossil:coelacanth_egg:0, Coelacanth Eggs
fossil:coelacanth_fish:0, Coelacanth
fossil:coelacanth_cooked, Cooked Coelacanth
fossil:alligator_gar_dna, Alligator Gar DNA
fossil:alligator_gar_egg:0, Alligator Gar Eggs
fossil:alligator_gar_fish:0, Alligator Gar
fossil:alligator_gar_cooked, Cooked Alligator Gar
fossil:sturgeon_dna, Sturgeon DNA
fossil:sturgeon_egg:0, Sturgeon Eggs
fossil:sturgeon_fish:0, Sturgeon
fossil:sturgeon_cooked, Cooked Sturgeon
fossil:triceratops_dna, Triceratops DNA
fossil:triceratops_egg:0, Triceratops Egg
fossil:triceratops_meat, Triceratops Meat
fossil:triceratops_cooked, Cooked Triceratops Meat
fossil:velociraptor_dna, Velociraptor DNA
fossil:velociraptor_egg:0, Velociraptor Egg
fossil:velociraptor_meat, Velociraptor Meat
fossil:velociraptor_cooked, Cooked Velociraptor Meat
fossil:tyrannosaurus_dna, Tyrannosaurus DNA
fossil:tyrannosaurus_egg:0, Tyrannosaurus Egg
fossil:tyrannosaurus_meat, Tyrannosaurus Meat
fossil:tyrannosaurus_cooked, Cooked Tyrannosaurus Meat
fossil:pterosaur_dna, Pteranodon DNA
fossil:pterosaur_egg:0, Pteranodon Egg
fossil:pterosaur_meat, Pteranodon Meat
fossil:pterosaur_cooked, Cooked Pteranodon Meat
fossil:plesiosaur_dna, Plesiosaurus DNA
fossil:plesiosaur_egg:0, Plesiosaurus Sac
fossil:plesiosaur_meat, Plesiosaurus Meat
fossil:plesiosaur_cooked, Cooked Plesiosaurus Meat
fossil:mosasaurus_dna, Mosasaurus DNA
fossil:mosasaurus_egg:0, Mosasaurus Sac
fossil:mosasaurus_meat, Mosasaurus Meat
fossil:mosasaurus_cooked, Cooked Mosasaurus Meat
fossil:stegosaurus_dna, Stegosaurus DNA
fossil:stegosaurus_egg:0, Stegosaurus Egg
fossil:stegosaurus_meat, Stegosaurus Meat
fossil:stegosaurus_cooked, Cooked Stegosaurus Meat
fossil:dilophosaurus_dna, Dilophosaurus DNA
fossil:dilophosaurus_egg:0, Dilophosaurus Egg
fossil:dilophosaurus_meat, Dilophosaurus Meat
fossil:dilophosaurus_cooked, Cooked Dilophosaurus Meat
fossil:brachiosaurus_dna, Brachiosaurus DNA
fossil:brachiosaurus_egg:0, Brachiosaurus Egg
fossil:brachiosaurus_meat, Brachiosaurus Meat
fossil:brachiosaurus_cooked, Cooked Brachiosaurus Meat
fossil:spinosaurus_dna, Spinosaurus DNA
fossil:spinosaurus_egg:0, Spinosaurus Egg
fossil:spinosaurus_meat, Spinosaurus Meat
fossil:spinosaurus_cooked, Cooked Spinosaurus Meat
fossil:compsognathus_dna, Compsognathus DNA
fossil:compsognathus_egg:0, Compsognathus Egg
fossil:compsognathus_meat, Compsognathus Meat
fossil:compsognathus_cooked, Cooked Compsognathus Meat
fossil:ankylosaurus_dna, Ankylosaurus DNA
fossil:ankylosaurus_egg:0, Ankylosaurus Egg
fossil:ankylosaurus_meat, Ankylosaurus Meat
fossil:ankylosaurus_cooked, Cooked Ankylosaurus Meat
fossil:pachycephalosaurus_dna, Pachycephalosaurus DNA
fossil:pachycephalosaurus_egg:0, Pachycephalosaurus Egg
fossil:pachycephalosaurus_meat, Pachycephalosaurus Meat
fossil:pachycephalosaurus_cooked, Cooked Pachycephalosaurus Meat
fossil:deinonychus_dna, Deinonychus DNA
fossil:deinonychus_egg:0, Deinonychus Egg
fossil:deinonychus_meat, Deinonychus Meat
fossil:deinonychus_cooked, Cooked Deinonychus Meat
fossil:gallimimus_dna, Gallimimus DNA
fossil:gallimimus_egg:0, Gallimimus Egg
fossil:gallimimus_meat, Gallimimus Meat
fossil:gallimimus_cooked, Cooked Gallimimus Meat
fossil:liopleurodon_dna, Liopleurodon DNA
fossil:liopleurodon_egg:0, Liopleurodon Sac
fossil:liopleurodon_meat, Liopleurodon Meat
fossil:liopleurodon_cooked, Cooked Liopleurodon Meat
fossil:allosaurus_dna, Allosaurus DNA
fossil:allosaurus_egg:0, Allosaurus Egg
fossil:allosaurus_meat, Allosaurus Meat
fossil:allosaurus_cooked, Cooked Allosaurus Meat
fossil:sarcosuchus_dna, Sarcosuchus DNA
fossil:sarcosuchus_egg:0, Sarcosuchus Egg
fossil:sarcosuchus_meat, Sarcosuchus Meat
fossil:sarcosuchus_cooked, Cooked Sarcosuchus Meat
fossil:ceratosaurus_dna, Ceratosaurus DNA
fossil:ceratosaurus_egg:0, Ceratosaurus Egg
fossil:ceratosaurus_meat, Ceratosaurus Meat
fossil:ceratosaurus_cooked, Cooked Ceratosaurus Meat
fossil:dryosaurus_dna, Dryosaurus DNA
fossil:dryosaurus_egg:0, Dryosaurus Egg
fossil:dryosaurus_meat, Dryosaurus Meat
fossil:dryosaurus_cooked, Cooked Dryosaurus Meat
fossil:therizinosaurus_dna, Therizinosaurus DNA
fossil:therizinosaurus_egg:0, Therizinosaurus Egg
fossil:therizinosaurus_meat, Therizinosaurus Meat
fossil:therizinosaurus_cooked, Cooked Therizinosaurus
fossil:parasaurolophus_dna, Parasaurolophus DNA
fossil:parasaurolophus_egg:0, Parasaurolophus Egg
fossil:parasaurolophus_meat, Parasaurolophus Meat
fossil:parasaurolophus_cooked, Cooked Parasaurolophus Meat
fossil:citipati_dna, Citipati DNA
fossil:citipati_egg:0, Citipati Egg
fossil:citipati_meat, Citipati Meat
fossil:citipati_cooked, Cooked Citipati Meat
fossil:diplodocus_dna, Diplodocus DNA
fossil:diplodocus_egg:0, Diplodocus Egg
fossil:diplodocus_meat, Diplodocus Meat
fossil:diplodocus_cooked, Cooked Diplodocus Meat
fossil:ornitholestes_dna, Ornitholestes DNA
fossil:ornitholestes_egg:0, Ornitholestes Egg
fossil:ornitholestes_meat, Ornitholestes Meat
fossil:ornitholestes_cooked, Cooked Ornitholestes Meat
fossil:henodus_dna, Henodus DNA
fossil:henodus_egg:0, Henodus Sac
fossil:henodus_meat, Henodus Meat
fossil:henodus_cooked, Cooked Henodus Meat
fossil:icthyosaurus_dna, Ichthyosaurus DNA
fossil:icthyosaurus_egg:0, Ichthyosaurus Sac
fossil:icthyosaurus_meat, Ichthyosaurus Meat
fossil:icthyosaurus_cooked, Cooked Ichthyosaurus Meat
fossil:meganeura_dna, Meganeura DNA
fossil:meganeura_egg:0, Meganeura Eggs
fossil:meganeura_meat, Meganeura Meat
fossil:meganeura_cooked, Cooked Meganeura Meat
fossil:megalograptus_dna, Megalograptus DNA
fossil:megalograptus_egg:0, Megalograptus Eggs
fossil:megalograptus_meat, Megalograptus Meat
fossil:megalograptus_cooked, Cooked Megalograptus Meat
fossil:confuciusornis_dna, Confuciusornis DNA
fossil:confuciusornis_egg, Confuciusornis Egg
fossil:confuciusornis_egg_cultivated, Cultivated Confuciusornis Egg
fossil:confuciusornis_meat, Confuciusornis Meat
fossil:confuciusornis_cooked, Cooked Confuciusornis Meat
fossil:dodo_dna, Dodo DNA
fossil:dodo_egg, Dodo Egg
fossil:dodo_egg_cultivated, Cultivated Dodo Egg
fossil:dodo_meat, Dodo Meat
fossil:dodo_cooked, Cooked Dodo Meat
fossil:gastornis_dna, Gastornis DNA
fossil:gastornis_egg, Gastornis Egg
fossil:gastornis_egg_cultivated, Cultivated Gastornis Egg
fossil:gastornis_meat, Gastornis Meat
fossil:gastornis_cooked, Cooked Gastornis Meat
fossil:kelenken_dna, Kelenken DNA
fossil:kelenken_egg, Kelenken Egg
fossil:kelenken_egg_cultivated, Cultivated Kelenken Egg
fossil:kelenken_meat, Kelenken Meat
fossil:kelenken_cooked, Cooked Kelenken Meat
fossil:phorusrhacos_dna, Phorusrhacos DNA
fossil:phorusrhacos_egg, Phorusrhacos Egg
fossil:phorusrhacos_egg_cultivated, Cultivated Phorusrhacos Egg
fossil:phorusrhacos_meat, Phorusrhacos Meat
fossil:phorusrhacos_cooked, Cooked Phorusrhacos Meat
fossil:titanis_dna, Titanis DNA
fossil:titanis_egg, Titanis Egg
fossil:titanis_egg_cultivated, Cultivated Titanis Egg
fossil:titanis_meat, Titanis Meat
fossil:titanis_cooked, Cooked Titanis Meat
fossil:mammoth_dna, Mammoth DNA
fossil:mammoth_syringe, Mammoth Embryo
fossil:mammoth_meat, Mammoth Meat
fossil:mammoth_cooked, Cooked Mammoth Meat
fossil:smilodon_dna, Smilodon DNA
fossil:smilodon_syringe, Smilodon Embryo
fossil:smilodon_meat, Smilodon Meat
fossil:smilodon_cooked, Cooked Smilodon Meat
fossil:quagga_dna, Quagga DNA
fossil:quagga_syringe, Quagga Embryo
fossil:quagga_meat, Quagga Meat
fossil:quagga_cooked, Cooked Quagga Meat
fossil:elasmotherium_dna, Elasmotherium DNA
fossil:elasmotherium_syringe, Elasmotherium Embryo
fossil:elasmotherium_meat, Elasmotherium Meat
fossil:elasmotherium_cooked, Cooked Elasmotherium Meat
fossil:megaloceros_dna, Megaloceros DNA
fossil:megaloceros_syringe, Megaloceros Embryo
fossil:megaloceros_meat, Megaloceros Meat
fossil:megaloceros_cooked, Cooked Megaloceros Meat
fossil:megalania_dna, Megalania DNA
fossil:megalania_egg:0, Megalania Egg
fossil:megalania_meat, Megalania Meat
fossil:megalania_cooked, Cooked Megalania Meat
fossil:megalodon_dna, Megalodon DNA
fossil:megalodon_egg:0, Megalodon Sac
fossil:megalodon_meat, Megalodon Meat
fossil:megalodon_cooked, Cooked Megalodon Meat
fossil:platybelodon_dna, Platybelodon DNA
fossil:platybelodon_syringe, Platybelodon Embryo
fossil:platybelodon_meat, Platybelodon Meat
fossil:platybelodon_cooked, Cooked Platybelodon Meat
fossil:tiktaalik_dna, Tiktaalik DNA
fossil:tiktaalik_egg:0, Tiktaalik Egg
fossil:tiktaalik_meat, Tiktaalik Meat
fossil:tiktaalik_cooked, Cooked Tiktaalik Meat
fossil:crassigyrinus_dna, Crassigyrinus DNA
fossil:crassigyrinus_egg:0, Crassigyrinus Egg
fossil:crassigyrinus_meat, Crassigyrinus Meat
fossil:crassigyrinus_cooked, Cooked Crassigyrinus Meat
fossil:diplocaulus_dna, Diplocaulus DNA
fossil:diplocaulus_egg:0, Diplocaulus Egg
fossil:diplocaulus_meat, Diplocaulus Meat
fossil:diplocaulus_cooked, Cooked Diplocaulus Meat
fossil:edaphosaurus_dna, Edaphosaurus DNA
fossil:edaphosaurus_egg:0, Edaphosaurus Egg
fossil:edaphosaurus_meat, Edaphosaurus Meat
fossil:edaphosaurus_cooked, Cooked Edaphosaurus Meat
fossil:arthropleura_dna, Arthropleura DNA
fossil:arthropleura_egg:0, Arthropleura Eggs
fossil:arthropleura_meat, Arthropleura Meat
fossil:arthropleura_cooked, Cooked Arthropleura Meat
futuremc:dye:0, White Dye
futuremc:dye:1, Blue Dye
futuremc:dye:2, Brown Dye
futuremc:dye:3, Black Dye
futuremc:trident, Trident
futuremc:banner_pattern:0, Banner Pattern
futuremc:banner_pattern:1, Banner Pattern
futuremc:banner_pattern:2, Banner Pattern
futuremc:banner_pattern:3, Banner Pattern
futuremc:banner_pattern:4, Banner Pattern
futuremc:banner_pattern:5, Banner Pattern
futuremc:honeycomb, Honeycomb
futuremc:honey_bottle, Honey Bottle
futuremc:sweet_berries, Sweet Berries
futuremc:suspicious_stew, Suspicious Stew
futuremc:bamboo, Bamboo
futuremc:pufferfish_bucket, Pufferfish Bucket
futuremc:salmon_bucket, Salmon Bucket
futuremc:cod_bucket, Cod Bucket
futuremc:tropical_fish_bucket, Tropical Fish Bucket
futuremc:nautilus_shell, Nautilus Shell
futuremc:lantern, Lantern
futuremc:stonecutter, Stonecutter
futuremc:barrel, Barrel
futuremc:smoker, Smoker
futuremc:blast_furnace, Blast Furnace
futuremc:loom, Loom
futuremc:fletching_table, Fletching Table
futuremc:smithing_table, Smithing Table
futuremc:cartography_table, Cartography Table
futuremc:grindstone, Grindstone
futuremc:composter, Composter
futuremc:bell, Bell
futuremc:honey_block, Honey Block
futuremc:honeycomb_block, Honeycomb Block
futuremc:lily_of_the_valley, Lily of the Valley
futuremc:cornflower, Cornflower
futuremc:wither_rose, Wither Rose
futuremc:campfire, Campfire
futuremc:bee_nest, Bee Nest
futuremc:beehive, Bee Hive
futuremc:stripped_acacia_log, Stripped Acacia Log
futuremc:stripped_jungle_log, Stripped Jungle Log
futuremc:stripped_birch_log, Stripped Birch Log
futuremc:stripped_oak_log, Stripped Oak Log
futuremc:stripped_spruce_log, Stripped Spruce Log
futuremc:stripped_dark_oak_log, Stripped Dark Oak Log
futuremc:brick_wall, Brick Wall
futuremc:granite_wall, Granite Wall
futuremc:andesite_wall, Andesite Wall
futuremc:diorite_wall, Diorite Wall
futuremc:sandstone_wall, Sandstone Wall
futuremc:red_sandstone_wall, Red Sandstone Wall
futuremc:stone_brick_wall, Stone Brick Wall
futuremc:mossy_stone_brick_wall, Mossy Stone Brick Wall
futuremc:nether_brick_wall, Nether Brick Wall
futuremc:red_nether_brick_wall, Red Nether Brick Wall
futuremc:end_stone_brick_wall, End Stone Brick Wall
futuremc:prismarine_wall, Prismarine Wall
futuremc:smooth_stone, Smooth Stone
futuremc:smooth_sandstone, Smooth Sandstone
futuremc:smooth_quartz, Smooth Quartz
futuremc:smooth_red_sandstone, Smooth Red Sandstone
futuremc:blue_ice, Blue Ice
futuremc:stripped_acacia_wood, Stripped Acacia Wood
futuremc:stripped_jungle_wood, Stripped Jungle Wood
futuremc:stripped_birch_wood, Stripped Birch Wood
futuremc:stripped_oak_wood, Stripped Oak Wood
futuremc:stripped_spruce_wood, Stripped Spruce Wood
futuremc:stripped_dark_oak_wood, Stripped Dark Oak Wood
futuremc:acacia_wood, Acacia Wood
futuremc:jungle_wood, Jungle Wood
futuremc:birch_wood, Birch Wood
futuremc:oak_wood, Oak Wood
futuremc:spruce_wood, Spruce Wood
futuremc:dark_oak_wood, Dark Oak Wood
futuremc:acacia_trapdoor, Acacia Trapdoor
futuremc:jungle_trapdoor, Jungle Trapdoor
futuremc:birch_trapdoor, Birch Trapdoor
futuremc:spruce_trapdoor, Spruce Trapdoor
futuremc:dark_oak_trapdoor, Dark Oak Trapdoor
futuremc:soul_fire_lantern, Soul Lantern
futuremc:soul_fire_torch, Soul Torch
futuremc:soul_soil, Soul Soil
futuremc:netherite_ingot, Netherite Ingot
futuremc:netherite_scrap, Netherite Scrap
futuremc:netherite_axe, Netherite Axe
futuremc:netherite_hoe, Netherite Hoe
futuremc:netherite_pickaxe, Netherite Pickaxe
futuremc:netherite_shovel, Netherite Shovel
futuremc:netherite_sword, Netherite Sword
futuremc:netherite_helmet, Netherite Helmet
futuremc:netherite_chestplate, Netherite Chestplate
futuremc:netherite_leggings, Netherite Leggings
futuremc:netherite_boots, Netherite Boots
futuremc:chain, Chain
futuremc:netherite_block, Netherite Block
futuremc:ancient_debris, Ancient Debris
futuremc:record_pigstep, Music Disc
growthcraft:salt_block, Rock Salt Block
growthcraft:salt_ore, Rock Salt Ore
growthcraft:rope_knot_oak, Oak Fence (Rope)
growthcraft:rope_knot_dark_oak, Dark Oak Fence (Rope)
growthcraft:rope_knot_acacia, Acacia Fence (Rope)
growthcraft:rope_knot_spruce, Spruce Fence (Rope)
growthcraft:rope_knot_birch, Birch Fence (Rope)
growthcraft:rope_knot_jungle, Jungle Fence (Rope)
growthcraft:rope_knot_nether_brick, Nether Brick Fence (Rope)
growthcraft:crowbar:0, White Crowbar
growthcraft:crowbar:1, Orange Crowbar
growthcraft:crowbar:2, Magenta Crowbar
growthcraft:crowbar:3, Light Blue Crowbar
growthcraft:crowbar:4, Yellow Crowbar
growthcraft:crowbar:5, Lime Crowbar
growthcraft:crowbar:6, Pink Crowbar
growthcraft:crowbar:7, Gray Crowbar
growthcraft:crowbar:8, Silver Crowbar
growthcraft:crowbar:9, Cyan Crowbar
growthcraft:crowbar:10, Purple Crowbar
growthcraft:crowbar:11, Blue Crowbar
growthcraft:crowbar:12, Brown Crowbar
growthcraft:crowbar:13, Green Crowbar
growthcraft:crowbar:14, Red Crowbar
growthcraft:crowbar:15, Black Crowbar
growthcraft:salt, Rock Salt
growthcraft:rope, Rope
growthcraft_fishtrap:fishtrap, Fishtrap (Deprecated)
growthcraft_fishtrap:fishtrap_oak, Fishtrap
growthcraft_fishtrap:fishtrap_darkoak, Fishtrap
growthcraft_fishtrap:fishtrap_birch, Fishtrap
growthcraft_fishtrap:fishtrap_spruce, Fishtrap
growthcraft_fishtrap:fishtrap_acacia, Fishtrap
growthcraft_fishtrap:fishtrap_jungle, Fishtrap
growthcraft_fishtrap:fishtrap_apple, Fishtrap
growthcraft_fishtrap:fishtrap_bamboo, Fishtrap
growthcraft_apples:apple_door_item, Apple Door
growthcraft_apples:applecider:0, Apple Juice
growthcraft_apples:applecider:1, Apple Cider
growthcraft_apples:applecider:2, Apple Cider
growthcraft_apples:applecider:3, Apple Cider
growthcraft_apples:applecider:4, Silken Nectar
growthcraft_apples:applecider:5, Apple Cider
growthcraft_apples:applecider:6, Apple Cider
growthcraft_apples:applecider:7, Apple Cider
growthcraft_apples:apple_fence, Apple Fence
growthcraft_apples:apple_fence_gate, Apple Fence Gate
growthcraft_apples:apple_leaves:0, Apple Leaves
growthcraft_apples:apple_log, Apple Wood
growthcraft_apples:apple_planks, Apple Wood Planks
growthcraft_apples:apple_sapling, Apple Sapling
growthcraft_apples:apple_slab_half:0, Apple Wood Slab
growthcraft_apples:apple_stairs, Apple Wood Stairs
growthcraft_apples:rope_knot_apple, Apple Fence (Rope)
growthcraft_cellar:brew_kettle, Brew Kettle
growthcraft_cellar:ferment_barrel, Fermentation Barrel
growthcraft_cellar:culture_jar, Culture Jar
growthcraft_cellar:fruit_press, Fruit Press
growthcraft_cellar:cork_log, Cork Wood
growthcraft_cellar:cork_log_stripped, Cork Wood (Stripped)
growthcraft_cellar:cork_sapling, tile.cork_sapling.name
growthcraft_cellar:cork_leaves, Cork Leaves
growthcraft_cellar:achievement_dummy:0, Is Trouble Brewing?
growthcraft_cellar:yeast:0, Brewer's Yeast
growthcraft_cellar:yeast:1, Lager Yeast
growthcraft_cellar:yeast:2, Bayanus Yeast
growthcraft_cellar:yeast:3, Ethereal Yeast
growthcraft_cellar:yeast:4, Origin Yeast
growthcraft_cellar:brew_kettle_lid, Brewing Kettle Lid
growthcraft_cellar:barrel_tap, Barrel Tap
growthcraft_cellar:cork_bark, Cork Bark
growthcraft_grapes:grape:10, Purple Grapes
growthcraft_grapes:grape:13, Green Grapes
growthcraft_grapes:grape:14, Red Grapes
growthcraft_grapes:grape_seed:10, Purple Grape Seeds
growthcraft_grapes:grape_seed:13, Green Grape Seeds
growthcraft_grapes:grape_seed:14, Red Grape Seeds
growthcraft_grapes:grapewine:0, Purple Grape Juice
growthcraft_grapes:grapewine:1, Purple Grape Wine
growthcraft_grapes:grapewine:2, Purple Grape Wine Potent
growthcraft_grapes:grapewine:3, Purple Grape Wine Extended
growthcraft_grapes:grapewine:4, Purple Ambrosia
growthcraft_grapes:grapewine:5, Purple Port Wine
growthcraft_grapes:grapewine:6, Purple Grape Wine
growthcraft_grapes:grapewine:7, Purple Grape Wine
growthcraft_grapes:grapewine:8, Green Grape Juice
growthcraft_grapes:grapewine:9, Green Grape Wine
growthcraft_grapes:grapewine:10, Green Grape Wine Potent
growthcraft_grapes:grapewine:11, Green Grape Wine Extended
growthcraft_grapes:grapewine:12, Green Ambrosia
growthcraft_grapes:grapewine:13, Green Port Wine
growthcraft_grapes:grapewine:14, Green Grape Wine
growthcraft_grapes:grapewine:15, Green Grape Wine
growthcraft_grapes:grapewine:16, Red Grape Juice
growthcraft_grapes:grapewine:17, Red Grape Wine
growthcraft_grapes:grapewine:18, Red Grape Wine Potent
growthcraft_grapes:grapewine:19, Red Grape Wine Extended
growthcraft_grapes:grapewine:20, Red Ambrosia
growthcraft_grapes:grapewine:21, Red Port Wine
growthcraft_grapes:grapewine:22, Red Grape Wine
growthcraft_grapes:grapewine:23, Red Grape Wine
growthcraft_bamboo:bamboo_stick, Bamboo Stick
growthcraft_bamboo:bamboo_coal, Bamboo Charcoal
growthcraft_bamboo:bamboo_door_item, Bamboo Door
growthcraft_bamboo:bamboo_plank, Bamboo Planks
growthcraft_bamboo:bamboo_slab_half:0, Bamboo Slab
growthcraft_bamboo:bamboo_stairs, Bamboo Stairs
growthcraft_bamboo:bamboo_fence, Bamboo Fence
growthcraft_bamboo:bamboo_fence_gate, Bamboo Fence Gate
growthcraft_bamboo:bamboo_leaves, Bamboo Leaves
growthcraft_bamboo:bamboo_stalk, Bamboo
growthcraft_bamboo:bamboo_shoot, Bamboo Shoot
growthcraft_bamboo:rope_knot_bamboo, Bamboo Fence (Rope)
growthcraft_bees:honey_comb_empty, Empty Honey Comb
growthcraft_bees:honey_comb_filled, Full Honey Comb
growthcraft_bees:honey_jar, Honey Jar
growthcraft_bees:bee, Bee
growthcraft_bees:bees_wax:0, White Beeswax
growthcraft_bees:bees_wax:1, Orange Beeswax
growthcraft_bees:bees_wax:2, Magenta Beeswax
growthcraft_bees:bees_wax:3, Light Blue Beeswax
growthcraft_bees:bees_wax:4, Yellow Beeswax
growthcraft_bees:bees_wax:5, Lime Beeswax
growthcraft_bees:bees_wax:6, Pink Beeswax
growthcraft_bees:bees_wax:7, Gray Beeswax
growthcraft_bees:bees_wax:8, Light Gray Beeswax
growthcraft_bees:bees_wax:9, Cyan Beeswax
growthcraft_bees:bees_wax:10, Purple Beeswax
growthcraft_bees:bees_wax:11, Blue Beeswax
growthcraft_bees:bees_wax:12, Brown Beeswax
growthcraft_bees:bees_wax:13, Green Beeswax
growthcraft_bees:bees_wax:14, Red Beeswax
growthcraft_bees:bees_wax:15, Black Beeswax
growthcraft_bees:mead:0, Mead Must
growthcraft_bees:mead:1, Mead
growthcraft_bees:mead:2, Potent Mead
growthcraft_bees:mead:3, Extended Mead
growthcraft_bees:mead:4, Magical Mead
growthcraft_bees:mead:5, Intoxicated Mead
growthcraft_bees:mead:6, Mead
growthcraft_bees:mead:7, Hyper-Extended Mead
growthcraft_bees:mead:8, Potent-Extended Mead
growthcraft_bees:beebox, Bee Box
growthcraft_bees:beehive, Beehive
growthcraft_bees:bottlefluid_honey, Honey Bottle
growthcraft_rice:cultivator, Cultivator
growthcraft_rice:sakebottle:0, Rice Water
growthcraft_rice:sakebottle:1, Sake Mash
growthcraft_rice:sakebottle:2, Sake
growthcraft_rice:sakebottle:3, Sake
growthcraft_rice:sakebottle:4, Sake
growthcraft_rice:sakebottle:5, Sake
growthcraft_rice:sakebottle:6, Sake
growthcraft_rice:sakebottle:7, Sake
growthcraft_rice:sakebottle:8, Sake
growthcraft_rice:sakebottle:9, Sake
growthcraft_rice:rice_cooked, Cooked Rice
growthcraft_rice:rice, Rice
growthcraft_rice:rice_ball, Onigiri
growthcraft_hops:hops, Hops
growthcraft_hops:hop_seeds, Hop Seeds
growthcraft_hops:lager:0, Lager Wort
growthcraft_hops:lager:1, Lager
growthcraft_hops:lager:2, Lager
growthcraft_hops:lager:3, Lager
growthcraft_hops:lager:4, Lager
growthcraft_hops:lager:5, Lager
growthcraft_hops:lager:6, Lager
growthcraft_hops:lager:7, Lager
growthcraft_hops:lager:8, Lager
growthcraft_hops:hopale:0, Ale Wort
growthcraft_hops:hopale:1, Ale
growthcraft_hops:hopale:2, Ale
growthcraft_hops:hopale:3, Ale
growthcraft_hops:hopale:4, Ale Wort
growthcraft_hops:hopale:5, Ale
growthcraft_hops:hopale:6, Ale
growthcraft_hops:hopale:7, Ale
growthcraft_hops:hopale:8, Ale
growthcraft_milk:thistle, Thistle
growthcraft_milk:thistle_seed, Thistle
growthcraft_milk:stomach, Stomach
growthcraft_milk:cheese_cloth, Cheese Cloth
growthcraft_milk:starter_culture, Starter Culture
growthcraft_milk:butter:0, Butter
growthcraft_milk:butter:1, Salted Butter
growthcraft_milk:ice_cream:0, Ice Cream
growthcraft_milk:ice_cream:1, Chocolate Ice Cream
growthcraft_milk:ice_cream:2, Purple Grape Ice Cream
growthcraft_milk:ice_cream:3, Apple Ice Cream
growthcraft_milk:ice_cream:4, Honey Ice Cream
growthcraft_milk:ice_cream:5, Watermelon Ice Cream
growthcraft_milk:yogurt:0, Yogurt
growthcraft_milk:yogurt:1, Chocolate Yogurt
growthcraft_milk:yogurt:2, Purple Grape Yogurt
growthcraft_milk:yogurt:3, Apple Yogurt
growthcraft_milk:yogurt:4, Honey Yogurt
growthcraft_milk:yogurt:5, Watermelon Yogurt
growthcraft_milk:knife, Cheese Knife
growthcraft_milk:cheese_aged_slice:0, Gorgonzola Cheese Slice
growthcraft_milk:cheese_aged_slice:1, Emmentaler Cheese Slice
growthcraft_milk:cheese_aged_slice:2, Appenzeller Cheese Slice
growthcraft_milk:cheese_aged_slice:3, Asiago Cheese Slice
growthcraft_milk:cheese_aged_slice:4, Parmesan Cheese Slice
growthcraft_milk:cheese_aged_slice:5, Casu Marzu Cheese Slice
growthcraft_milk:cheese_waxed_slice:0, Cheddar Cheese Slice
growthcraft_milk:cheese_waxed_slice:1, Monterey Cheese Slice
growthcraft_milk:cheese_waxed_slice:2, Gouda Cheese Slice
growthcraft_milk:cheese_waxed_slice:3, Provolone Cheese Slice
growthcraft_milk:cheese_simple_slice:0, Ricotta Cheese
growthcraft_milk:cheese_aged:24, Gorgonzola Cheese (Unaged)
growthcraft_milk:cheese_aged:56, Emmentaler Cheese (Unaged)
growthcraft_milk:cheese_aged:88, Appenzeller Cheese (Unaged)
growthcraft_milk:cheese_aged:120, Asiago Cheese (Unaged)
growthcraft_milk:cheese_aged:152, Parmesan Cheese (Unaged)
growthcraft_milk:cheese_aged:184, Casu Marzu Cheese (Unaged)
growthcraft_milk:cheese_waxed:27, Cheddar Cheese (Unwaxed)
growthcraft_milk:cheese_waxed:59, Monterey Cheese (Unwaxed)
growthcraft_milk:cheese_waxed:91, Gouda Cheese (Unwaxed)
growthcraft_milk:cheese_waxed:123, Provolone Cheese (Unwaxed)
growthcraft_milk:curds_aged:24, Gorgonzola Curds
growthcraft_milk:curds_aged:56, Emmentaler Curds
growthcraft_milk:curds_aged:88, Appenzeller Curds
growthcraft_milk:curds_aged:120, Asiago Curds
growthcraft_milk:curds_aged:152, Parmesan Curds
growthcraft_milk:curds_aged:184, Casu Marzu Curds
growthcraft_milk:curds_waxed:24, Cheddar Curds
growthcraft_milk:curds_waxed:56, Monterey Curds
growthcraft_milk:curds_waxed:88, Gouda Curds
growthcraft_milk:curds_waxed:120, Provolone Curds
growthcraft_milk:curds_simple:24, Ricotta Curds
growthcraft_milk:kumisbottle:0, Kumis Fermented
growthcraft_milk:kumisbottle:1, Kumis Potent
growthcraft_milk:kumisbottle:2, Kumis Extended
growthcraft_milk:kumisbottle:3, Kumis Hyper-Extended
growthcraft_milk:kumisbottle:4, Kumis Potent Extended
growthcraft_milk:kumisbottle:5, Kumis Potent Hyper-Extended
growthcraft_milk:kumisbottle:6, Kumis
growthcraft_milk:cheese_vat, Cheese Vat
growthcraft_milk:pancheon, Pancheon
growthcraft_milk:churn, Churn
growthcraft_milk:cheese_press, Cheese Press
growthcraft_milk:bottlefluid_milk, Milk Bottle
growthcraft_milk:bottlefluid_butter_milk, Butter Milk Bottle
growthcraft_milk:bottlefluid_cream, Cream Bottle
growthcraft_milk:bottlefluid_milk_curds, Milk Curds Bottle
growthcraft_milk:bottlefluid_rennet, Rennet Bottle
growthcraft_milk:bottlefluid_skim_milk, Skim Milk Bottle
growthcraft_milk:bottlefluid_whey, Whey Bottle
growthcraft_milk:bottlefluid_condensed_milk, Condensed Milk Bottle
gbook:guidebook:0, Guidebook Manual
